timestamp,pid,cpu_cycles,inst_retired,inst_spec,l1d_cache,l1d_cache_refill,l2d_cache_refill,ll_cache_miss,ld_spec,st_spec,br_retired,br_mis_pred,crypto_spec,ase_spec,ransomware
1724236706.2152,1005,13111319,17662028,19497668,3461212,194017,47358,8751,5478997,1897678,3579381,154565,2218634,549474,1
1724236706.4786,1005,29832004,50826466,57083025,14272896,1129999,405870,67385,19179309,4644125,7845048,247907,7372789,6180008,1
1724236706.7419,1005,19304426,33851738,39746908,13598258,1758554,548274,123098,11561863,7407247,5155790,192205,4858981,4938948,1
1724403328.0744,1006,3650959,7028069,8432708,1724746,70563,19212,4937,1871332,1192667,1219817,56169,354359,0,0
1724403328.2769,1006,10544693,19319990,21535268,4484401,138632,46470,12605,6263390,1793515,3021319,157771,1387390,0,0
1724403328.4794,1006,7488497,17344268,21114372,1256889,51656,13622,3897,5006517,2723962,3057990,145868,511026,1146728,0
1723567167.0418,1007,126683002,259276200,291492403,61848425,2462610,496515,85220,56998544,25905719,51510738,2641288,16729219,0,1
1723567167.4147,1007,139925119,309394863,377799686,107377061,11732090,3810566,820601,89635751,73259594,61725959,2815754,27791033,24481434,1
1723567167.7877,1007,40693702,84754304,87250165,40396705,3660916,1281019,347818,21992874,6273638,16353424,784214,2605200,5189608,1
1723567168.1606,1007,99678539,221599334,250980184,74780748,8392975,2856624,692749,48090214,6425201,44802992,1896833,29456555,11465481,1
1723567168.5335,1007,92917858,217842661,222663464,106826751,15957351,6086331,1663384,54887840,24056713,42142300,1607707,27166868,0,1
1723567168.9065,1007,227303588,595198682,656595389,242790790,20797371,7740128,2899040,169993739,127966812,135588526,5971580,140296618,94851998,1
1723567169.2794,1007,171920869,412704874,434601051,204335329,42392296,16791208,5768799,84251193,98666780,73586077,2104138,87704175,18756987,1
1723512469.9361,1008,14114087,29094450,32406304,7220439,336325,100680,23768,8787161,2705210,7059055,224422,650331,2374806,0
1723512469.9943,1008,33211836,61583937,75619770,28177192,1407259,554170,146934,26418905,15335159,12575219,628777,0,10015935,0
1723512470.0525,1008,14620592,31576592,34947626,10735233,586130,151317,34409,5614244,2042304,6525120,293130,285499,2877074,0
1723596978.2323,1009,6264936,6443207,7375821,2843646,213276,88484,11482,1983643,1417196,832918,26555,76608,951092,0
1723596978.576,1009,8053184,8380525,9345296,3438120,183608,78688,9790,3500323,2208933,1092694,44075,0,1255594,0
1723596978.9196,1009,12766837,14736930,18259313,5809974,413213,182735,10467,4477115,3929614,2070482,48894,1364682,1934714,0
1723596979.2632,1009,2878301,2575767,2717851,1377913,79948,34576,934,757024,456873,331405,11452,0,394108,0
1723596979.6069,1009,12558659,13952563,16260666,5729036,380832,169387,14722,5820887,1583055,1474701,58874,544989,396776,0
1723596979.9505,1009,10210836,13110654,16230114,4984775,326290,141492,11059,5535778,2835972,1929638,70226,997105,1527519,0
1723596980.2941,1009,14412598,13954116,14868059,6289368,410567,152037,8669,4539934,2250361,1258314,48380,0,378066,0
1723596980.6378,1009,18817336,25056336,27860779,8566103,515144,211559,8923,9808285,5808441,3082583,126327,787057,2128862,0
1723596980.9814,1009,14754831,14270097,17065231,5210940,367062,152044,10057,5294174,2971302,1603104,64994,1819980,2561168,0
1723611844.9044,1010,95857997,111925129,125065580,52088115,1290901,215221,57170,29259198,21085328,17623330,1191412,620216,6415642,0
1723611845.0065,1010,103336680,98215028,109591587,36934459,664273,98573,22197,27916455,19276889,13980578,1008979,7026447,0,0
1723611845.1086,1010,360991525,380795611,401274289,151469491,4645566,365656,68611,134763545,94849326,51864285,3794576,0,3205138,0
1723611845.2106,1010,214766816,217341927,230454100,112940453,564702,77590,18625,55004656,40900705,25410901,1732137,2761121,12885217,0
1723566079.2729,1011,53780412,68527581,83996836,26252266,1158188,188779,26580,28263506,16522133,9713858,543459,2715126,9949807,0
1723566079.3348,1011,41634924,57436920,63351458,11007879,190600,44694,8006,16576135,7824898,10182775,569223,6276283,5461121,0
1723566079.3968,1011,37667814,58733974,64284654,13197280,467848,112892,24699,14783479,10511740,7720530,480708,1940570,924926,0
1723566079.4588,1011,82032369,122299345,150814288,29939259,1397114,251867,53007,54586790,26285711,18763560,1084995,142211,13608059,0
1723566079.5207,1011,52949639,77483541,93767611,20516477,675104,127056,27480,33622691,16676194,8373077,366533,3170798,11131518,0
1723566079.5827,1011,55332042,84007091,92077206,31305589,553915,91829,16720,24322631,4855551,9222879,524939,8097814,4636173,0
1723566079.6446,1011,48848504,54151626,62797401,19621912,282907,65197,10279,20493050,11265293,7595300,408129,0,0,0
1723566079.7066,1011,59185276,96222763,109705275,35427009,1997230,376137,58881,25492121,18945898,15398614,862948,313007,0,0
1723566079.7686,1011,35737694,65297969,67210666,20927860,526651,98549,16669,21119008,11884508,11087672,500937,2987026,1963998,0
1723566079.8305,1011,46399569,71325932,88572959,22469781,723095,172785,37539,29013268,6991047,6714185,350873,5104542,0,0
1723566079.8925,1011,26797949,40057477,41685543,15198853,532323,81152,17525,15005842,7599441,5808144,306817,886300,344739,0
1723566079.9544,1011,42815673,67857254,83455142,15340216,597959,116951,20345,33181266,18547091,9994476,557675,622053,1746146,0
1723566080.0164,1011,58072398,78046537,87411711,21984546,369237,84322,13537,20948914,6767433,12384954,580758,2971291,2475429,0
1723566080.0784,1011,50986135,77711790,96807056,23597031,1111931,228461,47832,30165307,13497921,10645174,527754,0,2477133,0
1723566080.1403,1011,80205019,119241394,141827122,30847332,782340,192392,37320,48555882,6548532,19405490,1056020,0,6714078,0
1723566080.2023,1011,73715169,100197046,110443898,23717969,863055,137484,22477,31473549,11663793,13925675,842105,2312723,1220510,0
1723566080.2642,1011,49623835,77188726,83009778,25393149,663186,90662,12913,26024716,4924143,7447279,392286,7280464,3757127,0
1723566080.3262,1011,45575929,74858498,77752934,18443554,368240,88464,15273,23448498,7849312,12596695,693202,0,5414218,0
1723566080.3882,1011,93196011,134684088,148053827,31925400,1192722,227058,38308,36997218,20863730,20778178,1033981,4419881,0,0
1724018915.1265,1012,40223105,52292509,58091956,18063697,431040,46839,11247,15410780,2027390,10356840,228306,0,1645708,0
1724018915.6106,1012,53526481,63817337,67814620,25256431,1257674,62883,12734,18233239,6291803,13031754,328474,1892991,4522887,0
1724018916.0946,1012,43776734,69248131,85244518,26165661,130828,17102,3301,29149454,5443686,14911348,223119,0,8211793,0
1724221836.4353,1013,42290517,78890019,86855675,17839247,915623,302583,40038,26175101,15953324,12513823,870168,7765838,408185,0
1724221836.5383,1013,35904910,46040410,54499925,8681455,286545,92076,13194,14347050,8856710,6770576,442694,3630575,3897881,0
1724221836.6413,1013,20045975,30829360,38242543,6610712,351928,117507,17672,14735240,6981896,4358807,282431,884783,1963811,0
1723846063.9134,1014,6366623,13734838,16525915,4786477,161785,63127,11989,3804686,1502143,2209931,150852,0,637625,0
1723846064.0039,1014,21810262,55090519,64093173,21456557,794573,326507,55753,15571942,7845940,11367066,777080,0,0,0
1723846064.0944,1014,6421694,14239159,16495486,3307045,82551,33724,7346,4068526,3138645,2366508,126618,570570,0,0
1723750433.5602,1015,62332182,74014146,92407415,30483259,800166,286330,81561,30015022,11080519,16359425,455611,3567492,0,0
1723750434.0337,1015,73396169,93207861,108720833,24920830,776657,298604,72616,31191931,2174416,20925957,668376,8521321,1289409,0
1723750434.5072,1015,70418662,81188750,83218176,29315452,917652,341091,98435,19316561,11557875,16939767,514219,2911131,6158707,0
1723750434.9807,1015,38039230,37372570,40701066,14990803,290798,110770,32474,14548813,3775181,7632198,211809,3103863,3153054,0
1724470710.4159,1016,37720687,47507161,57742651,2362278,104706,38540,867,10872794,4600875,9423807,774375,0,7236443,1
1724470710.6706,1016,26176015,31599401,37567063,3822094,252451,106790,11292,6397599,3755106,5170206,416278,4994739,1561791,1
1724470710.9253,1016,33934384,37945674,46085434,6665108,890300,419091,64688,8749019,7484301,6543062,471707,2913177,2323218,1
1723921280.4542,1017,36393750,36784710,45493600,11840059,371901,90561,21015,11787778,3673496,4425173,200696,1775166,2021279,0
1723921280.7806,1017,80540862,61408578,76450642,23750480,669618,164491,25368,18540234,10426427,8197198,310662,418,2507146,0
1723921281.1071,1017,51793321,59477935,63218571,23529652,500181,122184,20594,13957955,3641626,8052836,430002,0,3898768,0
1723921281.4336,1017,40017290,42705005,48417144,13464430,425752,126467,23916,13221367,968342,5070182,282565,5553972,1332376,0
1723921281.7601,1017,77538300,71547157,73629097,19549786,339289,98532,22568,13224531,8097453,9853803,496942,0,2036158,0
1723775924.2362,1018,152503133,226092057,253921661,39190579,1724159,647124,69851,58036603,53358097,39599460,956810,54715574,44543990,0
1723775924.6303,1018,135667079,238606608,286443907,33841462,1254827,437563,8751,76050728,67161016,48760298,986366,46963773,52916480,0
1723775925.0245,1018,127179529,193034718,202164448,24831502,1422497,552689,33103,36937802,27153924,40646778,1467918,41419177,38192067,0
1723775925.4186,1018,97091374,127739498,140729063,18689987,479390,162733,3254,31772296,27708918,23755670,509362,25882977,26603611,0
1723775925.8127,1018,291597264,434607170,472974183,54598878,2466909,956360,70934,61661062,81452148,78114558,1544323,73756045,85579753,0
1723775926.2069,1018,166557590,223679995,264079563,19377315,874582,302352,6047,59121936,43997078,42568301,970785,65379289,34057924,0
1723775926.601,1018,312732652,453363015,506248341,77048252,2337466,929866,52551,86561957,84543193,78528183,1110382,73117677,63845631,0
1723852120.9509,1019,117889200,184249969,220314596,27621306,554275,225309,67401,55193427,23811708,27342377,1384042,0,0,1
1723852121.4279,1019,99404987,156688446,173140963,65306428,2406359,853606,232225,48322306,27699846,11132080,523883,0,15922900,1
1723852121.9049,1019,70577390,124353647,141160291,26781762,996400,380644,128081,40568969,17862871,18541692,913971,3534395,6896102,1
1723852122.3819,1019,105707908,120371609,139449000,44015030,2128028,880620,258065,32351465,10759898,10256171,495283,7609497,0,1
1723852122.8589,1019,58327776,84294445,89654138,19834375,1103222,459531,123527,19463445,3808320,10052463,519067,3994955,5914571,1
1723852123.3359,1019,155405567,279660053,319191781,91625418,8419096,3546332,1427266,68057542,31509476,26747293,1033758,26145201,12584923,1
1723852123.8129,1019,67246479,96721902,113435381,25182079,2800367,1215510,525292,15422997,10504057,12759836,451014,9778636,15027945,1
1723852124.2899,1019,44478239,78782088,89914151,19937410,1709939,700391,292995,12032159,18820790,12392207,424501,11020994,12415552,1
1723852124.7669,1019,135302673,283008935,350125364,76650929,6258112,3038560,1421704,58835578,46496655,30244340,1141198,70729485,40720727,1
1723852125.2439,1019,243580894,430462140,506694161,167943801,13168023,6105401,2658031,124653746,83773519,53036055,1362484,118995433,31965750,1
1723852125.7209,1019,63077506,113890475,130924246,26626991,4709572,2702973,1276655,30812309,19577175,14879593,432327,19214389,16408442,1
1723852126.1978,1019,82127237,155032073,173714607,55567880,7740932,4149359,2100487,44688953,35932409,22707986,718854,24676461,20341361,1
1723622289.8197,1020,36237179,29920485,36273380,9813474,569248,206871,28474,13547938,4327748,5812963,377608,1098875,1702262,0
1723622290.1021,1020,34321656,27789325,31264421,7308618,319752,104365,22072,7273009,625288,5854980,405481,0,5206513,0
1723622290.3846,1020,29698853,31391027,33667420,12779286,656384,239512,37696,7706368,5910180,6507915,446867,0,2945071,0
1723622290.667,1020,42943475,36274793,41796538,12243627,481461,205346,40023,13995503,845680,5213268,349262,1787745,5684650,0
1723622290.9495,1020,51275445,43306158,48097523,10743573,437914,170412,36504,17350526,961950,7213376,505588,0,2677813,0
1723622291.232,1020,22185711,24145994,25481345,7426127,442780,168032,30226,7097525,1692069,4715168,277617,0,3537058,0
1723622291.5144,1020,28149303,20052000,23725495,6431057,304467,113199,21999,7922844,474509,3268092,199039,0,944696,0
1723622291.7969,1020,19479480,14663016,15522646,5255704,237317,95006,22162,4746963,451852,2817715,149159,0,706624,0
1723622292.0793,1020,47742915,39364741,43416553,9638712,593183,247951,49877,13345779,868331,7278706,464160,0,0,0
1723622292.3618,1020,41081969,28385488,29426232,9896562,456591,178709,33909,5187898,1654598,5257843,352277,336434,2516386,0
1723622292.6442,1020,31279576,32882457,35178498,7428990,351347,132558,20940,10937002,703569,5829684,431948,0,712688,0
1723622292.9267,1020,20728510,19793454,20731180,5322390,310511,109748,22549,6134034,2060361,3733489,244746,907590,2442178,0
1723622293.2092,1020,22085010,13586926,16168268,4528190,195956,91788,18631,6580648,1623151,2346674,150494,0,0,0
1723622293.4916,1020,53222853,40374531,46640619,12425330,727554,298035,60534,14764353,1838676,7139879,461738,857688,3080132,0
1723622293.7741,1020,26280824,26365578,29381841,6914358,329279,122924,17507,6569764,587636,5209548,341578,0,4460345,0
1723649228.2021,1021,20980668,21326335,24935140,4579871,331627,59263,10733,5315609,3674509,4126984,176354,1312938,711566,0
1723649228.6757,1021,11350067,9893819,11433809,2030998,97465,11164,2336,2316163,2914128,1159078,42220,0,85323,0
1723649229.1493,1021,9323623,9926179,11079639,1460972,84422,12790,2377,3109101,2055124,1367831,65561,659611,683282,0
1723649229.6229,1021,9206830,10371013,11254593,2212567,129908,13556,2934,3010599,2019137,2083539,106086,791053,465051,0
1723649230.0965,1021,8646560,9874271,11318326,1426991,100612,20434,3741,3512850,2175889,1058696,36209,0,316388,0
1723649230.5701,1021,11073597,9883815,10333258,2198908,122653,11765,1669,2860232,2061765,1400003,63970,314298,569992,0
1723947384.3939,1022,69442841,60518307,74515759,23070592,384276,81977,16978,24658413,9119104,12453238,909458,300112,985783,0
1723947384.715,1022,58567869,72617956,81560523,25484276,862565,132758,26053,19620150,9918229,11643941,936092,4696062,9894652,0
1723947385.0361,1022,73834252,77438751,95357307,25779974,128899,22260,4583,37476645,10167190,13118830,909256,0,0,0
1723947385.3572,1022,147060024,141657508,154323455,37253117,712990,147742,35275,48148858,18537252,19731070,1399705,0,13271139,0
1723947385.6782,1022,79339589,57084152,63829386,16709106,518255,72114,16922,20930481,9782315,9254879,625642,0,5229724,0
1723947385.9993,1022,157788702,120181965,122608398,45963237,541908,104908,25810,32186039,14542730,17386808,1393443,0,0,0
1723947386.3204,1022,197293235,142085606,177168808,47452289,237261,33244,7178,51704788,34966753,25899589,2163567,15616826,0,0
1723947386.6415,1022,106604283,106877455,113809182,37996348,189981,33360,7637,37241403,19579438,15452161,1169975,0,4516832,0
1723947386.9626,1022,76984546,55544427,61148390,19283302,540249,92751,20127,28711564,9630351,7764665,602144,1780279,828440,0
1723947387.2837,1022,74508372,57652286,60292088,18965532,94827,12219,2942,20817917,10765909,9901443,795483,0,1231883,0
1723947387.6048,1022,129661922,81174456,93122768,18758769,125237,15485,2574,22633400,16108161,11489045,871881,3045218,0,0
1723947387.9259,1022,90729811,95177688,110101110,24498397,501190,74205,15592,41411871,22015441,14918305,1178211,5351684,0,0
1723947388.2469,1022,142736205,137053836,162505502,35524618,582784,70473,13771,52362459,8535732,25789330,1807326,15759857,15333946,0
1723947388.568,1022,78281795,76098474,88413259,26195477,496999,84531,20572,24341618,13937832,11953340,817979,3888690,6957531,0
1723947388.8891,1022,81945889,77155408,83004947,23311197,165948,23225,5604,21858682,18703285,11684959,871340,0,2355908,0
1723947389.2102,1022,44145060,31803975,34846249,11832093,73215,9785,1980,12418549,7316231,5200548,379552,0,3839757,0
1723947389.5313,1022,75264594,74007394,78265112,25104518,125522,18977,3676,32952820,15146751,12649655,943486,0,3954188,0
1723947389.8524,1022,146817340,149711553,153681764,52049029,260245,40772,8540,46456974,28227239,23546385,1554743,8149393,0,0
1723947390.1735,1022,97192120,82422311,85101683,23477680,367244,50311,10607,30309539,15644943,13713291,1091374,0,476724,0
1723947390.4946,1022,82776536,40119117,43208987,13020192,96578,16766,3564,13617475,6719309,6132955,415663,0,1352049,0
1723947390.8156,1022,75237713,66886208,68763762,19218288,100762,11893,2302,22640058,16410526,9129825,610089,0,626128,0
1723708645.5668,1023,31987933,52080300,60429066,17512431,737829,281465,66497,15999081,7244716,10550923,666914,782497,5830658,0
1723708645.8011,1023,44634123,76620833,95269586,33302745,1604584,529872,113990,21572154,9417672,14293324,935878,3006492,11386728,0
1723708646.0354,1023,32021056,55082757,58266932,17304395,659376,205585,58984,15779715,5923972,12240606,625540,3269972,2966131,0
1723708646.2697,1023,47278510,81584077,92958692,22653399,1472846,476133,122574,14141474,15798856,17102560,1058841,4581829,11503464,0
1723708646.5039,1023,29565017,52494038,58925529,17090354,683808,206434,56653,18218317,5980086,10044645,631026,2176097,5369362,0
1723708646.7382,1023,21474078,43678427,45423996,13485813,705571,202975,36013,12575146,6149540,7712029,527693,3193327,3942493,0
1723708646.9725,1023,19145360,33051548,40480192,13335201,739253,216174,51261,11438244,6474158,6268060,359400,801556,4485511,0
1723708647.2068,1023,49455677,91160224,101699000,30794889,1633665,423710,93173,31053206,10422164,20292130,1399479,0,814206,0
1723879998.5359,1024,12895766,17110007,19855986,8418080,309375,117466,16347,5070958,2143018,3598870,92583,0,1697034,0
1723879998.6773,1024,11720650,13395028,15512285,4893797,325029,102958,12413,2322901,967171,2098602,72012,682110,1864612,0
1723879998.8188,1024,8003892,9442618,11278506,3499010,181475,68579,8040,2476316,1635958,1275318,31747,162004,1683810,0
1723879998.9602,1024,10992030,10165765,12489532,4006228,209013,82617,6849,2380545,1228416,1647537,53953,867215,1952323,0
1723879999.1016,1024,9597561,10261271,11673757,2586781,113892,40560,3630,2274799,1305778,1678482,49526,150517,14328,0
1723879999.243,1024,12037271,11491965,14262562,3651743,173487,57743,4518,3644501,1158699,1579521,51209,0,3127365,0
1723879999.3844,1024,8473051,7666106,8392065,2756072,171406,60190,7450,1461125,998075,1284825,42276,45054,678454,0
1723770741.1626,1025,5664833,7305352,8500532,2252509,103957,31687,5660,2245633,1761879,713523,46636,1051478,0,0
1723770741.2745,1025,8949753,13578089,14716890,3438243,203992,59489,9363,3553874,2646403,1796468,113213,134011,1310043,0
1723770741.3864,1025,12420121,13977299,14911662,6859158,230840,72617,9788,3300051,1754449,1425680,96336,1263061,392352,0
1723770741.4983,1025,9408676,12145909,13829911,4323398,259028,77126,14091,3141193,2246924,1539800,109599,705663,16503,0
1723770741.6102,1025,15686450,24910643,27622566,13207461,828594,271917,54908,6373247,2376603,2997933,185220,0,2361546,0
1723770741.7221,1025,6148322,8546474,8788218,2756697,136018,35847,5381,3129931,894246,1053909,64641,133121,334673,0
1723770741.834,1025,6575872,9931908,11763658,2832024,100929,33485,5052,3557180,2005028,1286177,73140,0,748755,0
1723770741.9459,1025,8791642,14191744,14724831,3808759,208342,56618,8127,2922810,1560931,2255442,135763,0,0,0
1723770742.0578,1025,13821170,20767935,22318767,10580540,275692,86123,15079,3722404,1505772,2286186,147419,0,0,0
1723770742.1697,1025,12164330,16492643,18966277,7085201,371198,121000,26690,2808669,1982404,2185324,139241,231546,1560643,0
1724217519.6385,1026,16785551,35804476,41026496,4044276,164179,45112,5503,8992133,4521635,6379097,207722,2615287,4431068,0
1724217519.7443,1026,25778755,50203910,56053744,11037591,651956,154626,16359,9727950,6688315,6543696,254642,1371171,3603079,0
1724217519.8501,1026,34094287,66439850,80542495,14253644,853059,235350,31903,28502066,10876754,11866526,436206,1731136,7717709,0
1724217519.9559,1026,41593900,88624116,106108446,21188267,932060,237066,31427,17487766,10842494,13829617,446444,2035214,1520059,0
1724190408.3511,1027,51481816,45554993,49085366,9608242,271025,29670,4240,13467919,10242176,5609459,191925,2440723,5646479,0
1724190408.5935,1027,38408285,39979299,49624837,9417547,266196,16033,2124,12594759,9851319,7297600,340763,0,3266053,0
1724190408.8358,1027,30151907,19621989,20378956,6622215,81205,12181,2312,5467985,3342800,3297245,125646,756164,2188925,0
1724190409.0782,1027,31667057,28835522,34049916,7263654,338118,34687,4833,8261175,6541568,4264678,172286,2048752,1711972,0
1724190409.3205,1027,47101229,38520254,47939466,9226952,345012,59187,8420,14121278,15733126,5114549,170482,3375238,1684571,0
1723922916.2605,1028,66777497,138610862,165514587,24882958,1089585,524486,62894,36343640,31708237,29022548,1832764,0,0,0
1723922916.3779,1028,32646223,75181163,87141900,18632420,1180636,559964,90977,17686921,8084415,14776741,904281,2193456,5831936,0
1723922916.4953,1028,68416214,132257012,153988505,27683053,2509988,941029,94200,48370123,30584121,27783331,1754189,3738005,0,0
1723682903.2798,1029,19562481,27847624,28737330,14854470,852038,145385,8871,2749623,3981573,4658981,477959,0,8380351,0
1723682903.3756,1029,17297069,24839659,26282735,10170538,756175,98822,6803,4289540,1340913,5233740,539153,1413206,6892689,0
1723682903.4714,1029,10331440,15763256,18447437,6892030,407645,51672,4209,3783693,553770,2787890,300767,61937,4543681,0
1723682903.5672,1029,12451595,13783550,14536823,9134647,469652,69552,3697,2615490,521722,2315708,258921,577452,3505284,0
1723682903.663,1029,13663298,16368603,18863861,6855708,449459,58454,3761,2637226,744135,3012213,307597,1869934,5120255,0
1723682903.7588,1029,12809683,19746692,22539572,10829841,678749,86003,1720,3268631,1011196,3874883,421692,936357,4309652,0
1723682903.8546,1029,10303243,16218339,18391603,6783251,482419,59742,6142,1331877,1036853,2744889,288676,0,5266401,0
1723682903.9504,1029,5673183,9662752,10459149,3519607,209469,40011,3148,2040237,415993,1954345,203094,0,1929402,0
1723682904.0461,1029,10645731,12871066,13466745,7420034,386982,47880,2443,1874702,1058004,2463591,264685,913612,3155569,0
1723682904.1419,1029,10093097,12511018,14209095,4682829,209737,30094,1521,3949415,594622,2237981,226476,840304,3574983,0
1724075877.4212,1030,103358267,182731802,193226535,41838244,1154944,404841,35966,68349912,20345624,33159935,2284661,0,0,1
1724075877.5839,1030,64482622,130500905,155016590,24317442,454974,136226,16710,35294988,24087237,19143615,1373287,1381753,0,1
1724075877.7465,1030,158132088,297633489,349805445,75575252,477920,149288,14876,114757292,50293745,50624197,3448821,16071540,0,1
1724075877.9092,1030,51825012,89881317,105085445,12325267,377368,141812,13935,37217059,14588522,12205050,767909,8299890,1730267,1
1724075878.0719,1030,84039052,114767912,140030847,24799110,276313,100407,6835,32210706,31963941,20568275,1370134,0,0,1
1724075878.2346,1030,87360525,114337073,120105220,15693279,491535,163909,18707,33631509,22992492,20102888,1491466,4751404,10096856,1
1724075878.3972,1030,100468884,185428680,208088847,33249946,1416996,519097,47457,57526571,36845786,31850192,2246658,704773,16491769,1
1724075878.5599,1030,89896439,144829342,150063015,7834255,232056,72141,6409,36512469,16757657,25228661,1816008,666091,15232599,1
1724075878.7226,1030,97341246,164388137,170382563,8916617,157444,61347,4398,37420464,26387739,31310213,2118336,0,0,1
1724075878.8852,1030,59659298,114601501,128449217,17211197,656822,233418,37193,36709555,22673950,21108004,1187916,7646914,10797520,1
1724075879.0479,1030,118756645,258105655,320669909,79064227,4157404,1618045,392412,77647689,57804880,45133574,2447827,30474799,15239252,1
1724075879.2106,1030,64273851,123367637,148953878,34614582,2347817,1033738,250045,41573359,21514877,20115050,923046,19438860,16499846,1
1724075879.3732,1030,111378216,240582768,268152248,89879914,13144817,6082129,971503,63392113,40074976,37222295,1946617,24950000,19949932,1
1724075879.5359,1030,91986622,210757222,234111947,60552542,11170468,5301787,1367749,58495143,15451486,35956774,1784440,33304147,16974053,1
1723863468.1677,1031,24168855,33207133,38474210,11503141,353414,85731,15985,12339545,769484,4742688,280216,0,0,0
1723863468.5157,1031,15249275,17993908,21989061,6230802,266215,81766,14323,5929180,439781,2405216,146603,0,3575276,0
1723863468.8637,1031,21303712,27249772,29934182,8156219,473324,131272,27045,7106033,2095698,3123587,182638,2764566,1051028,0
1723863469.2117,1031,38571145,40312154,48542063,10512478,200540,50379,11316,7096176,970841,6057377,374123,0,6200068,0
1723863469.5597,1031,11590444,11151586,11398314,2390982,58733,15414,2662,2757323,903714,1535844,81163,562740,303828,0
1723863469.9077,1031,27969926,33823079,37088536,8053075,391325,117049,23912,9103883,3648071,4065925,236308,0,6349810,0
1724135008.1637,1032,145376229,286205656,313133137,90659969,4349557,1005295,95922,87512027,9427967,53013804,3021080,59437995,50734374,0
1724135008.4115,1032,35543675,69346364,83981638,20412396,1064736,184556,21530,17542375,9350427,10973270,600554,22688904,19733461,0
1724135008.6593,1032,58693980,121264190,133660092,51359271,2632339,460184,39410,28464001,2673201,21973377,1259596,27978402,34389486,0
1724135008.9071,1032,48278517,86974223,97041673,26334990,1486141,268352,33044,17833698,1940833,15010651,712904,19120535,18621027,0
1723931650.3877,1033,82753733,91420271,94128884,40151593,1234017,435648,12079,30700014,1882577,17212888,920442,0,3254274,0
1723931650.5674,1033,93156561,82345917,100960854,30070312,1419434,490003,9800,21881388,11613972,12198065,699991,1366379,11769410,0
1723931650.747,1033,127098517,97766565,107960254,29747330,1110936,396217,26003,39083987,8789648,16747702,872817,5885615,8117194,0
1723931650.9266,1033,73993630,74564816,85153711,26366699,1166134,431988,38394,31680997,6093792,11699531,613494,0,3532801,0
1723931651.1063,1033,113797124,114631437,141440686,39692778,2017601,883104,30936,58353519,13860417,17214554,911837,0,498562,0
1723931651.2859,1033,165914936,169254012,172812286,66962627,3221338,1167251,49269,59013000,10758626,31091038,1809933,9325915,10771914,0
1723931651.4656,1033,95899929,98587031,105126803,29078446,1285504,491302,22601,33127142,7842556,17744897,1001653,3948358,9304576,0
